"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"551","서울특별시 구로구 구로동","4**","다가구","8m미만","179.46","114.00","202410","26","73,000","개인","개인","1996","구로동로40길","-","중개거래","서울 구로구"
"552","서울특별시 성동구 금호동2가","5**","단독","8m미만","370.08","195.00","202410","26","167,000","개인","개인","1988","금호산9가길","-","중개거래","서울 성동구"
"553","서울특별시 중랑구 면목동","4**","단독","8m미만","204.10","136.50","202410","26","82,500","개인","개인","1987","면목로44마길","-","중개거래","서울 중랑구"
"554","서울특별시 동대문구 휘경동","1**","단독","8m미만","170.80","116.00","202410","26","150,000","개인","개인","1995","휘경로19길","-","중개거래","서울 동대문구, 서울 은평구"
"555","서울특별시 강서구 방화동","6**","다가구","8m미만","192.57","129.00","202410","25","101,500","개인","개인","1996","방화대로21다길","-","중개거래","서울 강서구"
"556","서울특별시 동대문구 이문동","2**","단독","8m미만","49.26","73.00","202410","25","66,000","개인","개인","1968","신이문로24가길","-","중개거래","서울 동대문구"
"557","서울특별시 종로구 평창동","4**","단독","12m미만","158.34","281.00","202410","25","105,000","개인","개인","1978","평창길","-","직거래","-"
"558","서울특별시 강서구 방화동","2**","단독","12m미만","172.03","162.00","202410","25","93,000","개인","개인","1988","양천로24길","-","중개거래","서울 강서구"
"559","서울특별시 성북구 삼선동5가","6*","다가구","12m미만","171.70","103.10","202410","25","97,000","개인","개인","2009","보문로31길","-","중개거래","서울 성북구"
"560","서울특별시 강서구 화곡동","9**","단독","8m미만","79.86","142.00","202410","25","105,000","개인","개인","1975","월정로16길","-","중개거래","서울 강서구"
"561","서울특별시 은평구 역촌동","*","단독","25m이상","2484.13","447.60","202410","25","970,000","법인","개인","2004","연서로","-","중개거래","서울 강남구"
"562","서울특별시 서초구 방배동","8**","다가구","8m미만","277.92","127.60","202410","25","195,000","법인","개인","1995","방배천로30길","-","중개거래","서울 강남구"
"563","서울특별시 중랑구 면목동","1**","다가구","8m미만","173.63","103.10","202410","25","46,000","개인","개인","1994","봉우재로12길","-","중개거래","서울 중랑구"
"564","서울특별시 강북구 수유동","4**","단독","8m미만","136.02","96.00","202410","25","37,700","개인","개인","1991","삼양로81길","-","중개거래","서울 강북구"
"565","서울특별시 강남구 논현동","2**","다가구","8m미만","451.90","209.00","202410","25","510,000","개인","개인","1991","논현로122길","-","중개거래","서울 강남구"
"566","서울특별시 양천구 신월동","1**","다가구","8m미만","148.14","102.70","202410","24","39,000","개인","개인","1992","남부순환로38길","-","중개거래","서울 양천구"
"567","서울특별시 강동구 성내동","4*","단독","12m미만","299.98","132.00","202410","24","219,000","개인","개인","1994","올림픽로62길","-","중개거래","서울 강동구"
"568","서울특별시 서대문구 창천동","9*","단독","8m미만","54.71","132.00","202410","24","160,000","법인","개인","1967","성산로","-","중개거래","서울 마포구, 서울 용산구"
"569","서울특별시 양천구 신월동","1**","단독","12m미만","127.88","87.10","202410","24","67,500","개인","개인","1975","남부순환로40길","-","중개거래","서울 양천구"
"570","서울특별시 성북구 정릉동","7**","단독","8m미만","57.69","200.00","202410","24","61,500","개인","개인","1985","솔샘로17가길","-","중개거래","서울 성북구"
"571","서울특별시 중구 신당동","2**","단독","8m미만","23.14","40.00","202410","24","83,500","개인","개인","1948","다산로33다길","-","중개거래","서울 중구"
"572","서울특별시 강북구 미아동","6**","단독","8m미만","64.26","86.00","202410","24","75,000","개인","개인","1971","삼양로20길","-","중개거래","서울 강북구"
"573","서울특별시 중구 남창동","2**","다가구","25m미만","522.45","296.50","202410","24","278,000","개인","개인","1996","퇴계로6길","20250508","중개거래","서울 강동구"
"574","서울특별시 영등포구 당산동3가","4**","단독","12m미만","105.03","58.80","202410","24","86,426","법인","개인","1982","당산로27길","-","중개거래","서울 강남구"
"575","서울특별시 중랑구 중화동","2**","다가구","8m미만","433.96","190.10","202410","24","160,000","개인","개인","1996","동일로144가길","-","중개거래","서울 중랑구"
"576","서울특별시 성북구 장위동","2**","다가구","8m미만","294.64","148.00","202410","24","116,000","개인","개인","2018","장위로21다길","20241120","중개거래","서울 성북구"
"577","서울특별시 성북구 장위동","2**","다가구","8m미만","294.64","148.00","202410","24","116,000","개인","개인","2018","장위로21다길","-","중개거래","서울 성북구"
"578","서울특별시 마포구 서교동","3**","단독","12m미만","358.88","172.60","202410","23","395,000","개인","개인","1994","잔다리로6길","20250117","중개거래","서울 송파구"
"579","서울특별시 동작구 사당동","5*","단독","8m미만","155.19","109.00","202410","23","90,000","개인","개인","1989","동작대로35마길","-","중개거래","서울 동작구"
"580","서울특별시 은평구 갈현동","1*","단독","8m미만","66.98","152.00","202410","23","77,000","개인","개인","1968","갈현로45가길","-","중개거래","서울 은평구"
"581","서울특별시 도봉구 방학동","6**","다가구","8m미만","236.88","145.60","202410","23","66,000","개인","기타","1988","시루봉로22길","-","중개거래","서울 도봉구"
"582","서울특별시 성북구 정릉동","2**","단독","8m미만","39.67","73.00","202410","23","30,000","개인","개인","1969","보국문로18가길","-","중개거래","서울 성북구"
"583","서울특별시 광진구 구의동","6**","단독","8m미만","249.99","212.00","202410","23","227,925","공공기관","개인","1989","자양로","-","중개거래","서울 광진구"
"584","서울특별시 성동구 성수동1가","6**","단독","8m미만","254.64","198.00","202410","23","695,000","법인","개인","1983","서울숲4길","-","중개거래","서울 강남구, 서울 성동구"
"585","서울특별시 마포구 서교동","3**","단독","12m미만","358.88","172.60","202410","23","395,000","법인","개인","1994","잔다리로6길","-","중개거래","서울 송파구"
"586","서울특별시 강동구 성내동","1**","단독","8m미만","175.23","119.00","202410","22","98,000","개인","개인","1985","천호옛10길","-","중개거래","서울 강동구"
"587","서울특별시 관악구 신림동","1**","단독","8m미만","220.43","146.00","202410","22","42,000","개인","개인","1987","서림6길","-","직거래","-"
"588","서울특별시 마포구 합정동","4**","단독","8m미만","95.30","65.50","202410","22","61,000","개인","개인","1970","월드컵로7길","-","직거래","-"
"589","서울특별시 서대문구 홍제동","1*","다가구","8m미만","258.48","142.00","202410","22","110,900","개인","개인","1993","통일로28길","-","직거래","-"
"590","서울특별시 강동구 명일동","3**","단독","8m미만","249.66","176.30","202410","22","207,000","기타","개인","1990","양재대로134길","-","중개거래","서울 강동구"
"591","서울특별시 중랑구 상봉동","1**","다가구","8m미만","90.19","58.50","202410","22","60,000","개인","개인","1992","봉우재로37가길","20241120","중개거래","서울 중랑구"
"592","서울특별시 종로구 평창동","2**","단독","8m미만","247.23","172.00","202410","22","115,000","개인","개인","1988","평창1길","-","중개거래","서울 종로구"
"593","서울특별시 중랑구 면목동","1**","단독","12m미만","193.92","198.60","202410","22","130,000","법인","개인","1978","봉우재로14길","-","중개거래","서울 중랑구"
"594","서울특별시 광진구 자양동","7*","단독","12m미만","282.81","109.00","202410","21","239,000","개인","개인","1988","능동로3가길","-","중개거래","서울 광진구"
"595","서울특별시 강동구 길동","3**","단독","8m미만","663.05","251.20","202410","21","355,000","법인","개인","1990","천호대로185길","-","중개거래","서울 송파구"
"596","서울특별시 동작구 흑석동","4*","단독","8m미만","43.30","96.00","202410","21","135,000","개인","개인","1959","서달로14길","-","중개거래","서울 동작구"
"597","서울특별시 강서구 공항동","1***","다가구","12m미만","311.07","171.70","202410","21","108,000","개인","개인","1998","방화대로6다길","-","중개거래","서울 강서구"
"598","서울특별시 서대문구 북가좌동","3**","다가구","8m미만","143.57","127.80","202410","21","120,000","개인","개인","1977","수색로8길","-","중개거래","서울 서대문구"
"599","서울특별시 은평구 신사동","2**","단독","8m미만","21.49","36.26","202410","21","14,000","개인","개인","1980","가좌로11나길","-","중개거래","서울 은평구"
"600","서울특별시 도봉구 방학동","6**","단독","8m미만","211.47","183.50","202410","21","64,000","개인","개인","1983","시루봉로15마길","-","중개거래","서울 도봉구"
"601","서울특별시 중랑구 중화동","2**","다가구","8m미만","236.03","147.80","202410","21","124,500","법인","개인","1991","동일로144가길","-","중개거래","서울 중랑구"
"602","서울특별시 중랑구 중화동","2**","단독","8m미만","230.31","146.80","202410","21","96,700","법인","개인","1989","동일로144가길","-","중개거래","서울 중랑구"
"603","서울특별시 중랑구 중화동","2**","다가구","8m미만","236.03","147.80","202410","21","124,500","법인","개인","1991","동일로144가길","20250409","중개거래","서울 중랑구"
"604","서울특별시 중랑구 중화동","2**","단독","8m미만","230.31","146.80","202410","21","96,700","법인","개인","1989","동일로144가길","20250409","중개거래","서울 중랑구"
"605","서울특별시 성동구 금호동2가","5**","단독","8m미만","243.03","152.00","202410","21","149,200","개인","개인","1971","금호산9가길","-","중개거래","서울 성동구"
"606","서울특별시 동대문구 이문동","1**","단독","8m미만","72.07","89.00","202410","21","106,000","개인","개인","1969","외대역동로34길","-","중개거래","서울 동대문구"
"607","서울특별시 동대문구 장안동","3**","단독","12m미만","1181.50","388.90","202410","21","345,000","개인","개인","1989","장한로18길","20250307","중개거래","서울 서초구"
"608","서울특별시 동대문구 전농동","6**","단독","8m미만","49.58","83.00","202410","21","67,000","개인","개인","1980","서울시립대로5길","-","중개거래","서울 동대문구"
"609","서울특별시 종로구 홍지동","5*","단독","8m미만","317.19","483.00","202410","20","180,000","개인","개인","1968","홍지문2가길","-","중개거래","서울 종로구"
"610","서울특별시 용산구 동빙고동","2**","다가구","8m미만","141.89","89.00","202410","20","300,000","개인","개인","1997","서빙고로71길","-","중개거래","서울 용산구"
"611","서울특별시 동대문구 이문동","2**","다가구","8m미만","123.50","83.00","202410","20","65,000","개인","개인","1992","신이문로16길","-","중개거래","서울 동대문구"
"612","서울특별시 도봉구 방학동","6**","다가구","8m미만","244.56","154.60","202410","20","88,730","법인","개인","1991","도봉로151길","-","중개거래","서울 도봉구"
"613","서울특별시 동대문구 답십리동","4**","다가구","8m미만","144.04","81.50","202410","20","68,000","개인","개인","1991","황물로","-","중개거래","서울 동대문구"
"614","서울특별시 강북구 미아동","3**","단독","8m미만","72.73","106.10","202410","20","43,500","개인","개인","1971","솔매로","-","중개거래","서울 강북구"
"615","서울특별시 도봉구 방학동","6**","다가구","8m미만","221.46","131.20","202410","20","75,240","법인","개인","1991","도봉로151길","-","중개거래","서울 도봉구"
"616","서울특별시 영등포구 신길동","4***","다가구","8m미만","136.08","100.00","202410","20","74,300","개인","개인","1990","신길로8길","20250121","중개거래","서울 동작구, 서울 영등포구"
"617","서울특별시 중구 중림동","4**","단독","8m미만","210.11","145.70","202410","19","125,000","개인","개인","1988","서소문로2길","20241031","중개거래","서울 중구"
"618","서울특별시 구로구 구로동","1**","단독","8m미만","37.36","73.00","202410","19","40,500","개인","개인","1971","구로중앙로9길","20241227","중개거래","서울 구로구"
"619","서울특별시 중구 중림동","4**","단독","8m미만","210.11","145.70","202410","19","125,000","개인","개인","1988","서소문로2길","-","중개거래","서울 중구"
"620","서울특별시 중구 중림동","4**","단독","8m미만","210.11","145.70","202410","19","125,000","개인","개인","1988","서소문로2길","20250102","중개거래","서울 중구"
"621","서울특별시 동대문구 이문동","1**","단독","8m미만","37.62","46.00","202410","19","70,700","개인","개인","1969","외대역동로20길","-","중개거래","서울 동대문구"
"622","서울특별시 종로구 통인동","5*","단독","8m미만","143.68","86.00","202410","19","105,000","개인","개인","1965","자하문로11길","-","중개거래","서울 종로구"
"623","서울특별시 중랑구 면목동","3**","단독","8m미만","168.57","112.70","202410","19","59,900","개인","개인","1987","답십리로77길","-","중개거래","서울 중랑구"
"624","서울특별시 강북구 미아동","4**","단독","8m미만","121.12","136.00","202410","19","79,400","개인","개인","1974","솔샘로60길","-","중개거래","서울 강북구, 서울 동대문구"
"625","서울특별시 강북구 미아동","6**","단독","8m미만","43.41","69.00","202410","19","70,000","개인","개인","1970","삼양로20가길","-","중개거래","서울 강북구, 서울 동대문구"
"626","서울특별시 동대문구 이문동","8*","단독","8m미만","60.50","69.00","202410","19","86,082","개인","개인","1969","외대역동로12가길","20250310","중개거래","서울 노원구, 서울 동대문구"
"627","서울특별시 동대문구 이문동","8*","단독","8m미만","60.50","69.00","202410","19","86,082","개인","개인","1969","외대역동로12가길","-","중개거래","서울 노원구, 서울 동대문구"
"628","서울특별시 노원구 중계동","2*","단독","8m미만","28.00","82.00","202410","19","53,000","개인","개인","1989","중계로2다길","-","중개거래","서울 노원구"
"629","서울특별시 서초구 반포동","7**","단독","12m미만","1082.21","383.90","202410","18","900,000","법인","개인","1994","사평대로55길","-","중개거래","서울 강남구"
"630","서울특별시 동대문구 제기동","9**","단독","8m미만","61.59","66.50","202410","18","38,500","개인","개인","1960","고산자로38길","-","직거래","-"
"631","서울특별시 종로구 명륜4가","1**","단독","8m미만","116.50","264.40","202410","18","140,000","개인","법인","1911","대학로9가길","-","중개거래","서울 종로구"
"632","서울특별시 종로구 명륜3가","*","단독","8m미만","107.57","142.45","202410","18","70,000","개인","개인","1977","명륜9길","-","직거래","-"
"633","서울특별시 종로구 숭인동","1**","다가구","8m미만","258.29","133.20","202410","18","131,000","개인","개인","1999","종로65길","-","중개거래","서울 종로구"
"634","서울특별시 동대문구 전농동","1**","단독","12m미만","33.06","16.00","202410","18","7,800","법인","개인","1980","전농로38다길","-","중개거래","서울 동대문구"
"635","서울특별시 동대문구 전농동","1**","단독","12m미만","192.13","67.00","202410","18","85,000","개인","개인","1995","전농로31길","-","중개거래","광주 서구, 서울 도봉구, 서울 동대문구"
"636","서울특별시 관악구 봉천동","6**","다가구","8m미만","198.94","132.00","202410","18","98,000","개인","개인","1992","봉천로13나길","-","중개거래","서울 관악구"
"637","서울특별시 성북구 석관동","1**","다가구","8m미만","145.98","61.33","202410","18","35,950","개인","개인","1992","돌곶이로22길","-","중개거래","서울 성북구"
"638","서울특별시 영등포구 당산동1가","2**","단독","25m미만","308.32","92.20","202410","18","147,000","개인","개인","1988","양산로","-","중개거래","서울 영등포구"
"639","서울특별시 성동구 마장동","4**","단독","8m미만","36.36","86.60","202410","18","69,500","개인","개인","1949","청계천로10나길","-","중개거래","서울 성동구"
"640","서울특별시 성동구 성수동2가","3**","다가구","8m미만","195.90","111.40","202410","18","285,450","개인","개인","1993","성수이로7가길","20250305","중개거래","서울 성동구"
"641","서울특별시 도봉구 도봉동","5**","단독","8m미만","210.49","127.60","202410","18","66,246","공공기관","개인","1988","도봉로187길","-","직거래","-"
"642","서울특별시 용산구 후암동","1**","단독","8m미만","56.19","56.80","202410","18","70,000","개인","개인","1954","두텁바위로","-","중개거래","서울 용산구"
"643","서울특별시 용산구 청파동2가","*","단독","8m미만","149.02","137.20","202410","18","219,900","개인","개인","1996","효창원로86길","-","중개거래","서울 용산구"
"644","서울특별시 중랑구 중화동","2**","단독","8m미만","201.61","122.60","202410","17","89,500","개인","개인","1995","동일로123길","-","중개거래","서울 중랑구"
"645","서울특별시 광진구 구의동","2**","단독","8m미만","211.99","134.50","202410","17","138,000","개인","개인","1985","아차산로65길","-","중개거래","서울 광진구"
"646","서울특별시 동대문구 이문동","1**","단독","25m미만","50.25","73.00","202410","17","101,200","개인","개인","1980","외대역동로","-","중개거래","서울 동대문구"
"647","서울특별시 양천구 신정동","1***","단독","8m미만","125.38","114.80","202410","17","90,000","개인","개인","1976","중앙로33길","-","중개거래","서울 양천구"
"648","서울특별시 중구 신당동","3**","단독","12m미만","445.89","254.00","202410","17","400,000","법인","법인","1991","동호로12길","-","중개거래","서울 강남구, 서울 중구"
"649","서울특별시 성북구 장위동","3**","단독","8m미만","82.74","118.00","202410","17","64,200","법인","개인","1977","한천로101길","-","중개거래","서울 성북구"
"650","서울특별시 노원구 공릉동","5**","다가구","8m미만","313.36","145.10","202410","17","125,000","개인","개인","2011","동일로182길","-","중개거래","서울 노원구"
"651","서울특별시 중구 황학동","6**","단독","8m미만","89.10","48.60","202410","17","100,000","법인","개인","1960","퇴계로87길","-","중개거래","서울 강남구"
"652","서울특별시 성북구 하월곡동","9*","다가구","8m미만","164.04","100.00","202410","17","51,000","개인","개인","1991","오패산로3가길","-","직거래","-"
"653","서울특별시 동대문구 답십리동","9**","단독","12m미만","405.27","172.00","202410","17","187,000","법인","개인","1991","황물로15가길","-","중개거래","서울 동대문구"
"654","서울특별시 영등포구 대림동","1***","단독","8m미만","167.46","109.00","202410","17","77,303","공공기관","개인","1989","디지털로37다길","-","직거래","-"
"655","서울특별시 동작구 상도동","1**","단독","8m미만","180.00","143.00","202410","17","162,000","개인","개인","1985","상도로34다길","-","중개거래","서울 동작구"
"656","서울특별시 서대문구 홍은동","4**","다가구","8m미만","198.92","123.60","202410","17","83,000","개인","개인","1993","증가로6길","-","중개거래","서울 서대문구"
"657","서울특별시 동대문구 이문동","3**","다가구","8m미만","117.36","86.00","202410","17","76,500","개인","개인","1994","이문로16가길","-","중개거래","서울 동대문구"
"658","서울특별시 중랑구 면목동","6**","단독","12m미만","381.00","165.00","202410","16","150,000","개인","개인","1990","사가정로50길","-","중개거래","서울 중랑구"
"659","서울특별시 관악구 신림동","1***","다가구","8m미만","179.34","126.20","202410","16","95,686","공공기관","개인","1993","남부순환로166길","-","직거래","-"
"660","서울특별시 성북구 하월곡동","8*","다가구","8m미만","170.21","109.00","202410","16","73,500","개인","개인","1997","오패산로17길","-","중개거래","서울 성북구"
"661","서울특별시 강북구 수유동","2**","단독","8m미만","215.55","139.00","202410","16","77,341","공공기관","개인","1989","한천로160길","-","직거래","-"
"662","서울특별시 금천구 독산동","9**","단독","8m미만","471.60","164.30","202410","16","130,000","개인","개인","1997","남부순환로130길","-","중개거래","서울 금천구"
"663","서울특별시 관악구 남현동","1***","단독","8m미만","391.00","161.10","202410","16","190,000","개인","개인","1992","남부순환로272길","-","중개거래","서울 관악구, 서울 서초구"
"664","서울특별시 중구 신당동","3**","단독","8m미만","36.36","66.00","202410","16","64,000","개인","개인","1970","청구로16길","-","중개거래","서울 중구"
"665","서울특별시 용산구 보광동","2**","단독","8m미만","53.22","122.00","202410","16","330,000","개인","개인","1964","보광로7길","-","중개거래","서울 용산구, 제주 서귀포시"
"666","서울특별시 노원구 월계동","3**","다가구","8m미만","475.90","212.00","202410","16","147,000","개인","개인","1997","광운로15길","-","중개거래","서울 노원구, 서울 동대문구"
"667","서울특별시 서초구 방배동","8**","단독","8m미만","633.55","257.50","202410","16","560,000","법인","개인","1996","방배로34길","-","중개거래","서울 서초구"
"668","서울특별시 용산구 후암동","4*","다가구","8m미만","319.78","202.30","202410","16","266,100","법인","개인","1994","후암로28라길","-","중개거래","서울 용산구"
"669","서울특별시 동대문구 이문동","1**","단독","8m미만","59.10","63.00","202410","16","52,000","개인","개인","1970","외대역동로34가길","20241028","직거래","-"
"670","서울특별시 은평구 응암동","1**","단독","12m미만","101.79","67.80","202410","16","42,800","개인","개인","1987","응암로34가길","-","중개거래","서울 은평구"
"671","서울특별시 동대문구 이문동","1**","단독","8m미만","59.10","63.00","202410","16","57,000","개인","개인","1970","외대역동로34가길","-","직거래","-"
"672","서울특별시 서대문구 연희동","6*","다가구","8m미만","633.14","367.00","202410","16","250,000","법인","개인","1994","연희로16길","-","중개거래","서울 성동구"
"673","서울특별시 금천구 시흥동","9**","다가구","8m미만","181.05","119.60","202410","15","65,000","법인","개인","1989","금하로24다길","20250321","중개거래","서울 금천구"
"674","서울특별시 마포구 연남동","4**","단독","25m미만","236.71","127.30","202410","15","245,000","법인","개인","1981","성미산로","20241105","중개거래","서울 마포구"
"675","서울특별시 중랑구 중화동","3**","다가구","8m미만","170.61","111.10","202410","15","75,000","개인","개인","1992","중랑역로3길","-","중개거래","서울 중랑구"
"676","서울특별시 강북구 수유동","5**","다가구","8m미만","179.95","123.00","202410","15","64,028","공공기관","개인","1995","인수봉로76길","-","직거래","-"
"677","서울특별시 성북구 장위동","2**","단독","8m미만","69.59","109.00","202410","15","31,300","개인","개인","1970","장월로23길","-","중개거래","서울 성북구"
"678","서울특별시 성북구 하월곡동","9*","단독","8m미만","137.10","87.00","202410","15","25,000","개인","개인","1973","오패산로1가길","-","중개거래","서울 강북구"
"679","서울특별시 영등포구 신길동","1**","단독","8m미만","146.19","106.00","202410","15","114,000","개인","개인","1982","도신로47길","-","중개거래","서울 영등포구"
"680","서울특별시 양천구 신정동","1**","다가구","8m미만","147.81","95.00","202410","15","103,000","법인","개인","1992","신목로4길","-","중개거래","경기 용인시 처인구"
"681","서울특별시 종로구 창성동","9*","다가구","8m미만","210.48","95.90","202410","15","165,000","개인","개인","1996","자하문로14길","-","중개거래","서울 강남구, 서울 종로구"
"682","서울특별시 성북구 정릉동","7**","단독","8m미만","85.90","110.00","202410","15","41,163","개인","개인","1985","솔샘로15가길","20250116","중개거래","서울 성북구"
"683","서울특별시 성북구 삼선동1가","8*","단독","8m미만","143.17","112.40","202410","15","100,000","개인","개인","1984","삼선교로10길","-","중개거래","서울 성북구"
"684","서울특별시 송파구 마천동","3**","단독","8m미만","226.79","109.10","202410","15","40,000","개인","개인","1991","성내천로43길","-","직거래","-"
"685","서울특별시 마포구 연남동","4**","단독","25m미만","236.71","127.30","202410","15","245,000","법인","개인","1981","성미산로","-","중개거래","서울 마포구"
"686","서울특별시 동작구 신대방동","3**","단독","25m이상","1502.31","534.00","202410","14","744,000","법인","개인","1987","보라매로","-","직거래","-"
"687","서울특별시 중랑구 면목동","1**","단독","8m미만","176.80","125.80","202410","14","74,040","공공기관","개인","1988","중랑천로10길","-","직거래","-"
"688","서울특별시 도봉구 방학동","6**","다가구","8m미만","191.08","133.40","202410","14","60,000","법인","개인","1991","시루봉로","20241219","중개거래","서울 도봉구"
"689","서울특별시 도봉구 방학동","6**","단독","8m미만","231.90","151.60","202410","14","82,000","법인","개인","1989","도당로13바길","20241219","중개거래","서울 도봉구"
"690","서울특별시 은평구 녹번동","1**","단독","25m미만","315.60","173.90","202410","14","172,000","개인","개인","1987","은평로11길","-","중개거래","서울 은평구"
"691","서울특별시 금천구 시흥동","2**","단독","25m미만","163.85","116.00","202410","14","73,000","개인","개인","1991","탑골로","-","중개거래","서울 금천구"
"692","서울특별시 동대문구 전농동","1**","단독","8m미만","35.60","96.00","202410","14","50,000","개인","개인","1980","서울시립대로28나길","-","중개거래","서울 동대문구"
"693","서울특별시 동대문구 용두동","3*","단독","8m미만","115.74","97.80","202410","14","92,000","개인","개인","1972","천호대로43길","-","중개거래","서울 동대문구"
"694","서울특별시 용산구 주성동","4*","다가구","8m미만","248.18","164.00","202410","13","438,000","개인","개인","1990","서빙고로91나길","-","중개거래","서울 용산구"
"695","서울특별시 동대문구 장안동","1**","다가구","8m미만","149.20","96.00","202410","13","50,650","개인","개인","1994","한천로14길","-","중개거래","서울 동대문구"
"696","서울특별시 노원구 상계동","3**","다가구","8m미만","149.10","93.00","202410","13","62,000","개인","개인","1993","상계로13길","-","중개거래","서울 노원구"
"697","서울특별시 동대문구 이문동","2**","단독","8m미만","64.66","83.00","202410","13","70,000","개인","개인","1970","신이문로26길","-","중개거래","서울 동대문구"
"698","서울특별시 동대문구 이문동","1**","단독","8m미만","52.93","89.00","202410","13","80,000","개인","개인","1969","외대역동로30길","-","중개거래","서울 동대문구"
"699","서울특별시 동대문구 이문동","1**","단독","8m미만","52.93","89.00","202410","13","63,000","개인","개인","1969","외대역동로30길","20241203","중개거래","서울 동대문구"
"700","서울특별시 용산구 서빙고동","2**","단독","8m미만","50.12","185.00","202410","12","146,000","개인","개인","1970","서빙고로59길","-","중개거래","경기 광명시, 서울 용산구"
"701","서울특별시 동대문구 제기동","1**","단독","8m미만","112.46","54.00","202410","12","42,800","개인","개인","1985","고산자로56길","-","직거래","-"
"702","서울특별시 서대문구 북아현동","1**","단독","8m미만","314.78","131.20","202410","12","157,161","개인","개인","1988","북아현로4길","-","중개거래","서울 서대문구"
"703","서울특별시 영등포구 당산동1가","2**","단독","8m미만","34.71","99.00","202410","12","59,000","개인","개인","1936","영등포로27길","-","중개거래","서울 영등포구"
"704","서울특별시 광진구 자양동","6**","단독","12m미만","494.55","207.10","202410","12","300,000","법인","개인","1996","자양로15길","-","중개거래","서울 광진구"
"705","서울특별시 성북구 장위동","2**","단독","8m미만","62.15","89.00","202410","12","56,000","개인","개인","1974","장월로24길","-","중개거래","서울 성북구"
"706","서울특별시 강북구 번동","4**","단독","8m미만","161.09","111.70","202410","11","54,500","개인","개인","1989","도봉로96가길","-","중개거래","서울 강북구"
"707","서울특별시 성북구 동소문동2가","2**","단독","8m미만","19.83","23.00","202410","11","30,000","개인","개인","1980","동소문로8길","-","중개거래","서울 성북구"
"708","서울특별시 영등포구 당산동1가","2**","다가구","8m미만","191.18","99.00","202410","11","89,000","개인","개인","1996","영등포로27길","-","중개거래","서울 영등포구"
"709","서울특별시 동대문구 이문동","8*","단독","8m미만","52.00","73.00","202410","11","95,000","개인","개인","1967","휘경로17길","20250121","중개거래","서울 동대문구"
"710","서울특별시 중구 신당동","3**","단독","8m미만","33.06","40.00","202410","11","85,216","개인","개인","1900","다산로28가길","-","중개거래","서울 중구"
"711","서울특별시 강동구 천호동","9*","다가구","8m미만","180.98","112.00","202410","11","70,000","개인","개인","1993","구천면로42가길","-","중개거래","서울 강동구"
"712","서울특별시 중구 신당동","3**","단독","8m미만","33.06","40.00","202410","11","94,000","개인","개인","1900","다산로28가길","20250407","중개거래","서울 중구"
"713","서울특별시 광진구 중곡동","1**","단독","8m미만","154.20","99.80","202410","11","68,000","개인","개인","1993","긴고랑로16길","-","중개거래","서울 광진구"
"714","서울특별시 종로구 행촌동","2**","다가구","8m미만","75.50","47.20","202410","11","43,000","개인","개인","1995","통일로12길","-","중개거래","서울 종로구"
"715","서울특별시 종로구 행촌동","2**","단독","8m미만","25.20","56.20","202410","11","35,000","개인","개인","1985","통일로12길","-","중개거래","서울 종로구"
"716","서울특별시 도봉구 방학동","6**","단독","8m미만","194.85","157.05","202410","11","30,000","개인","개인","1983","시루봉로15마길","-","중개거래","서울 도봉구, 서울 성북구"
"717","서울특별시 동대문구 제기동","8**","단독","12m미만","272.24","130.00","202410","11","124,000","개인","개인","1983","약령동길","-","중개거래","서울 동대문구"
"718","서울특별시 동대문구 신설동","9*","단독","8m미만","43.64","63.00","202410","11","17,000","개인","개인","1963","왕산로7가길","-","직거래","-"
"719","서울특별시 은평구 응암동","5**","다가구","8m미만","420.75","183.10","202410","11","140,000","개인","개인","1994","가좌로9길","-","중개거래","서울 은평구"
"720","서울특별시 강북구 미아동","6**","단독","12m미만","186.28","106.00","202410","11","78,000","개인","개인","1989","삼양로20길","-","중개거래","서울 강북구"
"721","서울특별시 용산구 이태원동","1*","단독","8m미만","92.23","218.00","202410","10","433,000","개인","개인","1961","보광로50길","-","중개거래","서울 용산구"
"722","서울특별시 광진구 구의동","5**","단독","8m미만","249.87","165.80","202410","10","199,500","개인","개인","1989","아차산로58나길","20241125","중개거래","서울 광진구"
