"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1198","서울특별시 송파구 송파동","108-3","0108","0003","인현빌라","79.0900","38.0000","202312","08","59,000","2","-","-","2001","백제고분로42길 27","-","중개거래","춘천시","-"
"1199","서울특별시 강남구 역삼동","794-21","0794","0021","꿈꾸지오(794-21)","21.9000","14.1900","202312","08","36,000","6","-","-","2019","논현로65길 37","-","중개거래","서울 강남구","-"
"1200","서울특별시 강서구 화곡동","355-37","0355","0037","수아트빌","31.6800","19.8700","202312","08","22,900","4","-","-","2015","월정로24길 16-10","-","중개거래","서울 강서구","-"
"1201","서울특별시 송파구 문정동","47-6","0047","0006","성일빌리지","59.7000","33.8500","202312","08","35,000","2","-","-","2009","문정로1길 15-10","-","중개거래","서울 송파구","-"
"1202","서울특별시 동작구 상도동","356-2","0356","0002","샹그릴라","58.8600","32.4983","202312","08","41,200","3","-","-","2016","상도로17길 28","-","중개거래","서울 동작구","-"
"1203","서울특별시 강서구 화곡동","153-7","0153","0007","정감하우스","29.9700","15.6860","202312","08","28,100","6","-","-","2016","강서로18바길 22-13","-","직거래","-","-"
"1204","서울특별시 강서구 화곡동","56-490","0056","0490","쌍용빌라(56-490)","43.5900","24.7300","202312","08","13,000","3","-","-","2001","초록마을로12길 11","-","중개거래","서울 강서구","-"
"1205","서울특별시 성북구 정릉동","815-4","0815","0004","(815-4)","69.3900","41.2500","202312","08","29,500","1","-","-","2011","보국문로36길 32","-","중개거래","서울 성북구","-"
"1206","서울특별시 은평구 역촌동","27-46","0027","0046","삼성레미안","47.6400","29.2900","202312","08","20,000","1","-","-","2003","진흥로7길 8-26","-","중개거래","서울 은평구","-"
"1207","서울특별시 도봉구 창동","452-45","0452","0045","송림주택","49.1500","29.2600","202312","08","24,000","4","-","-","2012","덕릉로60바길 10","-","중개거래","서울 도봉구","-"
"1208","서울특별시 종로구 원서동","103-1","0103","0001","(103-1)","13.7700","6.9000","202312","08","13,000","2","-","-","1996","창덕궁3길 5","-","중개거래","대전 유성구","-"
"1209","서울특별시 중랑구 면목동","174-98","0174","0098","우성쉐르빌","38.8200","25.7319","202312","08","28,000","4","-","-","2016","겸재로10길 10","-","직거래","-","-"
"1210","서울특별시 종로구 충신동","25-20","0025","0020","어반캐슬충신","55.4300","52.8800","202312","08","62,000","4","-","-","2022","율곡로27길 17","-","중개거래","서울 동대문구","-"
"1211","서울특별시 도봉구 방학동","346-10","0346","0010","(346-10)","30.0200","21.1800","202312","08","3,000","-1","-","-","1986","시루봉로13가길 23-10","-","직거래","-","-"
"1212","서울특별시 도봉구 방학동","264-64","0264","0064","젬스톤타운C동","53.6500","26.3900","202312","08","26,700","4","-","-","2015","방학로5길 16","-","중개거래","서울 도봉구","-"
"1213","서울특별시 중랑구 중화동","330-94","0330","0094","오렌지빌","28.0700","17.5200","202312","08","28,500","3","-","-","2017","봉화산로 4","-","중개거래","서울 중랑구","-"
"1214","서울특별시 은평구 신사동","200","0200","0000","(200-0)","63.8000","64.9221","202312","08","33,000","2","-","-","1979","은평터널로11길 9-3","-","중개거래","서울 은평구","-"
"1215","서울특별시 서대문구 대현동","150","0150","0000","이대역마에스트로","12.1000","7.2400","202312","08","13,000","5","-","-","2012","이화여대2나길 11","-","중개거래","서울 서대문구","-"
"1216","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,000","7","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1217","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","23,900","7","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1218","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","23,900","7","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1219","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,000","8","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1220","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,900","6","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1221","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","25,500","6","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1222","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","23,600","6","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1223","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,000","8","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1224","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,000","7","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1225","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","23,850","8","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1226","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.0600","14.9946","202312","08","24,000","6","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1227","서울특별시 중랑구 망우동","517-20","0517","0020","드림하우스","25.1900","15.0297","202312","08","23,900","8","-","-","2022","봉우재로 192-1","-","직거래","-","-"
"1228","서울특별시 은평구 응암동","323-8","0323","0008","디우아르떼빌","36.8300","9.5100","202312","08","31,000","11","-","-","2017","응암로14길 8","-","중개거래","서울 은평구","-"
"1229","서울특별시 은평구 응암동","581-12","0581","0012","샤론하이빌","61.3500","34.4100","202312","08","36,000","4","-","-","2008","가좌로10길 21-20","-","중개거래","서울 은평구","-"
"1230","서울특별시 강북구 우이동","166-6","0166","0006","오성아트빌라","41.2800","19.5600","202312","08","6,400","-1","-","-","1994","삼양로173가길 39","-","중개거래","서울 도봉구","-"
"1231","서울특별시 양천구 신정동","973-2","0973","0002","마음의도시","26.1200","11.0200","202312","08","37,500","4","-","-","2021","중앙로46길 8","-","중개거래","서울 양천구","-"
"1232","서울특별시 동대문구 전농동","213-23","0213","0023","이리프 바이(ILIF BY.)","28.9775","18.8893","202312","08","44,000","2","-","-","2022","전농로27길 58","-","중개거래","서울 동대문구","-"
"1233","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","2","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1234","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","2","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1235","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","2","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1236","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.9100","11.9500","202312","08","13,500","2","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1237","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","15.5400","12.4600","202312","08","13,500","2","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1238","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","3","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1239","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","3","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1240","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","3","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1241","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.9100","11.9500","202312","08","13,500","3","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1242","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","15.5400","12.4600","202312","08","13,500","3","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1243","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","4","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1244","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","4","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1245","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","12.1500","9.7400","202312","08","12,200","4","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1246","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.9100","11.9500","202312","08","13,500","4","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1247","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.0200","11.2400","202312","08","13,000","5","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1248","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.0600","11.2800","202312","08","11,900","5","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1249","서울특별시 성북구 안암동2가","28","0028","0000","뉴스타안암","14.9100","11.9500","202312","08","11,800","5","-","-","2013","보문로26길 48","-","중개거래","서울 성북구","-"
"1250","서울특별시 용산구 후암동","438-22","0438","0022","남산파크뷰Ⅱ","29.3400","24.2000","202312","08","59,900","4","-","-","2023","후암로48길 38-6","-","직거래","-","-"
"1251","서울특별시 용산구 청파동3가","132-29","0132","0029","포시즌","29.7900","23.3970","202312","08","40,000","4","-","-","2016","효창원로76길 35","-","중개거래","서울 용산구","-"
"1252","서울특별시 강북구 수유동","468-223","0468","0223","엔젤하우스3차","29.4800","17.2100","202312","08","10,000","5","-","-","2008","인수봉로34길 12","-","직거래","-","-"
"1253","서울특별시 강북구 수유동","486-80","0486","0080","아라빌라트","45.7200","28.0500","202312","08","18,000","3","-","-","2001","인수봉로20나길 15","-","중개거래","서울 강북구","-"
"1254","서울특별시 광진구 자양동","647-31","0647","0031","(647-31)","45.2000","23.1400","202312","08","27,000","2","-","-","2009","뚝섬로52마길 33","-","직거래","-","-"
"1255","서울특별시 광진구 자양동","625-28","0625","0028","아름빌(625-28)","52.4200","34.5400","202312","08","39,000","4","-","-","2008","뚝섬로51길 75","-","중개거래","서울 광진구","-"
"1256","서울특별시 광진구 자양동","682-3","0682","0003","클래시하우스","29.9600","20.2000","202312","08","55,000","2","-","-","2022","뚝섬로 696","-","중개거래","서울 광진구","-"
"1257","서울특별시 용산구 용문동","25-12","0025","0012","한강타운","13.5300","8.2500","202312","08","25,000","3","-","-","2013","새창로 120-5","-","중개거래","서울 용산구","-"
"1258","서울특별시 은평구 구산동","9-13","0009","0013","연세하이츠빌라","62.0100","27.1160","202312","08","29,000","3","-","-","2002","연서로13길 24","-","중개거래","서울 은평구","-"
"1259","서울특별시 성북구 상월곡동","23-105","0023","0105","토티하우스","28.6000","19.1700","202312","08","33,000","2","-","-","2019","화랑로23길 7","-","직거래","-","-"
"1260","서울특별시 성북구 장위동","225-71","0225","0071","로체6차","29.8700","21.8420","202312","08","28,000","2","-","-","2022","장위로21길 32","-","직거래","-","-"
"1261","서울특별시 성북구 장위동","225-71","0225","0071","로체6차","29.2800","21.4110","202312","08","28,000","2","-","-","2022","장위로21길 32","-","직거래","-","-"
"1262","서울특별시 마포구 상수동","353-3","0353","0003","예인아트빌","99.0300","52.8000","202312","08","55,000","3","-","-","2009","토정로 127-7","-","중개거래","서울 마포구","-"
"1263","서울특별시 성동구 마장동","767-5","0767","0005","오렌지타운","29.0800","21.2100","202312","08","28,000","5","-","-","2017","마장로39나길 17-1","-","중개거래","부산 동래구","-"
"1264","서울특별시 마포구 합정동","378-14","0378","0014","VALUEDEVELOPMENT","28.3300","20.4700","202312","08","34,000","2","-","-","2016","양화진2길 21-6","-","중개거래","서울 마포구","-"
"1265","서울특별시 광진구 중곡동","235-4","0235","0004","브라운하우스","29.3400","19.7300","202312","08","22,900","5","-","-","2016","동일로 392","-","중개거래","서울 강서구 서울 광진구","-"
"1266","서울특별시 마포구 망원동","395-37","0395","0037","인욱빌","48.6000","27.5619","202312","08","38,000","3","-","-","2014","희우정로12길 40-7","-","중개거래","서울 마포구","-"
"1267","서울특별시 마포구 망원동","404-17","0404","0017","하늘드리움","15.1300","9.5000","202312","08","23,000","3","-","-","2011","희우정로16길 43-5","-","중개거래","서울 마포구","-"
"1268","서울특별시 마포구 망원동","397-13","0397","0013","마포리버팰리스","29.1100","20.1420","202312","08","36,700","2","-","-","2022","망원로2길 80","-","직거래","-","-"
"1269","서울특별시 마포구 망원동","401-5","0401","0005","미레빌라트","29.9700","19.7300","202312","08","31,800","5","-","-","2015","월드컵로23길 70","-","중개거래","서울 마포구","-"
"1270","서울특별시 광진구 구의동","204-25","0204","0025","SKY파크뷰","29.9100","33.4368","202312","07","29,000","5","-","-","2020","광나루로44길 31","-","중개거래","서울 광진구","-"
"1271","서울특별시 용산구 후암동","264-14","0264","0014","평화빌리지5차","20.1300","13.6900","202312","07","18,000","3","-","-","2013","두텁바위로35길 5-1","-","중개거래","서울 용산구","-"
"1272","서울특별시 은평구 대조동","215-38","0215","0038","거장노블레스","29.8900","19.6330","202312","07","30,500","3","-","-","2017","연서로20길 27","-","중개거래","서울 은평구","-"
"1273","서울특별시 종로구 옥인동","86-2","0086","0002","퍼스트빌C동","83.0500","41.9200","202312","07","63,000","3","-","-","2004","필운대로7길 7","20240110","중개거래","서울 종로구","-"
"1274","서울특별시 도봉구 방학동","386-24","0386","0024","삼성하우징숲","37.6500","29.6032","202312","07","26,500","3","-","-","2019","시루봉로15라길 38-45","-","직거래","-","-"
"1275","서울특별시 강북구 미아동","258-666","0258","0666","정한주택다동","41.5800","30.7000","202312","07","22,700","1","-","-","1988","오패산로52길 82","-","중개거래","서울 강북구","-"
"1276","서울특별시 강북구 수유동","335-13","0335","0013","현대베스트빌(가동)","58.2200","36.4800","202312","07","24,000","3","-","-","2008","삼양로112길 9-7","-","중개거래","서울 강북구","-"
"1277","서울특별시 강북구 수유동","510-14","0510","0014","동익","79.3000","113.0900","202312","07","13,000","2","-","-","1982","인수봉로55가길 30","-","직거래","-","-"
"1278","서울특별시 강북구 수유동","510-14","0510","0014","동익","79.3000","113.0900","202312","07","13,000","2","-","-","1982","인수봉로55가길 30","-","직거래","-","-"
"1279","서울특별시 도봉구 창동","608-45","0608","0045","성원캐슬","50.5500","24.3100","202312","07","40,150","3","-","-","2021","도봉로104길 121-1","20240105","직거래","-","-"
"1280","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","4,800","-1","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1281","서울특별시 동대문구 장안동","453-11","0453","0011","아성뜨란채","37.7800","22.2900","202312","07","31,500","4","-","-","2017","천호대로91길 20","-","중개거래","서울 동대문구","-"
"1282","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,600","2","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1283","서울특별시 마포구 망원동","401-8","0401","0008","진흥푸르지오(401-8)","39.9000","19.9500","202312","07","28,000","4","-","-","2007","월드컵로23길 76","-","중개거래","서울 마포구","-"
"1284","서울특별시 도봉구 도봉동","556-89","0556","0089","라폴리움","24.9600","16.4000","202312","07","19,500","3","-","-","2015","도봉산길 15","-","중개거래","서울 도봉구","-"
"1285","서울특별시 은평구 갈현동","490-10","0490","0010","우일그린빌","74.2200","28.8420","202312","07","32,500","3","-","-","2002","연서로17길 40-3","-","중개거래","서울 은평구","-"
"1286","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,300","4","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1287","서울특별시 은평구 구산동","198-7","0198","0007","거성그린빌라","61.3200","24.3800","202312","07","20,000","2","-","-","1994","서오릉로13길 3","-","중개거래","서울 은평구","-"
"1288","서울특별시 동대문구 휘경동","258","0258","0000","리브인","22.1600","7.1500","202312","07","33,000","12","-","-","2022","망우로21길 26","-","직거래","-","-"
"1289","서울특별시 광진구 중곡동","246-25","0246","0025","극동하이빌","49.6900","27.3700","202312","07","27,000","5","-","-","2007","긴고랑로6길 11","-","중개거래","서울 광진구","-"
"1290","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","6,700","1","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1291","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,300","4","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1292","서울특별시 마포구 성산동","200-418","0200","0418","만연센텀시티","21.9600","13.6700","202312","07","26,200","5","-","-","2013","새터산10길 16","-","중개거래","서울 마포구","-"
"1293","서울특별시 성북구 정릉동","227-73","0227","0073","스마트빌(227-73)","37.2700","16.3000","202312","07","19,000","4","-","-","2014","서경로 77","-","직거래","-","-"
"1294","서울특별시 광진구 자양동","640-31","0640","0031","덕산빌리지","44.3400","23.0900","202312","07","33,500","5","-","-","2003","뚝섬로52라길 18-3","-","중개거래","서울 광진구","-"
"1295","서울특별시 광진구 자양동","227-252","0227","0252","헤렌하우스","36.9900","21.7100","202312","07","30,400","3","-","-","2014","자양번영로9길 12-5","-","중개거래","서울 광진구","-"
"1296","서울특별시 은평구 불광동","605-9","0605","0009","(605-9)","23.9100","23.7100","202312","07","20,000","-1","-","-","1993","진흥로15길 18-14","-","중개거래","서울 은평구","-"
"1297","서울특별시 중구 신당동","241-26","0241","0026","(241-26)","21.0600","15.4000","202312","07","52,000","2","-","-","2012","다산로33가길 17","-","중개거래","서울 용산구","-"
"1298","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,600","3","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1299","서울특별시 성북구 정릉동","788-7","0788","0007","아인에코빌","66.3400","36.4000","202312","07","25,000","4","-","-","2008","보국문로34길 15-10","-","중개거래","서울 성북구","-"
"1300","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,600","3","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1301","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","7,600","2","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1302","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","4,800","-1","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1303","서울특별시 중구 장충동2가","193-78","0193","0078","익수빌라","18.9600","6.8100","202312","07","6,700","1","-","-","2001","동호로25길 23-5","-","중개거래","경기 용인시기흥구","-"
"1304","서울특별시 중랑구 상봉동","222-43","0222","0043","(222-43)","59.3300","27.2400","202312","07","22,500","5","-","-","2008","봉화산로38길 10","-","중개거래","서울 중랑구","-"
"1305","서울특별시 광진구 구의동","251-170","0251","0170","아하바(AHABA)하우스","29.9900","11.5800","202312","07","31,000","8","-","-","2016","아차산로49길 95","-","직거래","-","-"
"1306","서울특별시 성북구 삼선동1가","212-1","0212","0001","세종씨티빌(A동)","63.0900","26.8600","202312","07","39,000","2","-","-","2002","삼선교로6길 32-1","-","중개거래","서울 성북구","-"
"1307","서울특별시 동작구 사당동","311-10","0311","0010","플로렌스","39.3900","21.0300","202312","07","36,000","4","-","-","2017","사당로20나길 62-5","-","중개거래","경기 과천시, 서울 동작구","-"
"1308","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","37.2400","20.9500","202312","07","26,100","3","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1309","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","54.2900","30.5400","202312","07","34,750","2","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1310","서울특별시 강서구 내발산동","690","0690","0000","경남연립6차","81.4000","82.0000","202312","07","39,000","2","-","-","1984","강서로45길 179","-","직거래","-","-"
"1311","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.6000","20.4600","202312","07","27,650","2","-","-","2023","송정로3길 12","-","직거래","-","-"
"1312","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","29.8400","16.0800","202312","07","29,800","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1313","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.5900","14.3300","202312","07","26,800","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1314","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.6000","20.4600","202312","07","26,800","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1315","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","25.0900","19.3000","202312","07","24,250","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1316","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.5900","20.4500","202312","07","27,450","2","-","-","2023","송정로3길 12","-","직거래","-","-"
"1317","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.5900","20.4500","202312","07","26,500","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1318","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.6000","14.3400","202312","07","27,150","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1319","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.6000","14.3400","202312","07","27,150","3","-","-","2023","송정로3길 12","-","직거래","-","-"
"1320","서울특별시 송파구 가락동","189-10","0189","0010","프라임2","71.0750","42.6250","202312","07","48,500","3","-","-","2009","문정로11길 7","-","중개거래","서울 송파구","-"
"1321","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.6000","20.4600","202312","07","26,550","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1322","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","29.8400","16.0800","202312","07","29,800","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1323","서울특별시 강서구 공항동","60-74","0060","0074","공항동청년주택(60-74)","26.4900","20.3800","202312","07","27,000","4","-","-","2023","송정로3길 12","-","직거래","-","-"
"1324","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.5900","14.3300","202312","07","26,500","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1325","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.5900","14.3300","202312","07","26,500","2","-","-","2023","송정로3길 12","-","직거래","-","-"
"1326","서울특별시 강동구 천호동","575","0575","0000","청운캐슬(575)","41.8200","26.8000","202312","07","41,000","2","-","-","2019","천중로27길 60","-","직거래","-","-"
"1327","서울특별시 강동구 천호동","289-55","0289","0055","성원아트빌","52.3000","34.0500","202312","07","39,800","3","-","-","2015","상암로 66-11","-","중개거래","서울 강동구","-"
"1328","서울특별시 강서구 화곡동","46-17","0046","0017","신성주택(46-17)","52.7200","30.6300","202312","07","25,200","5","-","-","2011","까치산로14길 49-24","-","직거래","-","-"
"1329","서울특별시 동작구 사당동","444-1","0444","0001","칠성가든빌라","52.4000","63.1662","202312","07","55,000","3","-","-","1981","사당로20길 109","-","중개거래","서울 동작구","-"
"1330","서울특별시 서초구 방배동","471-17","0471","0017","호정빌라","51.5600","29.3500","202312","07","120,000","2","-","-","2002","효령로5길 26-16","-","중개거래","서울 동대문구 서울 서초구","-"
"1331","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","29.8400","16.0800","202312","07","29,400","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1332","서울특별시 강서구 화곡동","906-10","0906","0010","블루힐","27.4200","17.9350","202312","07","30,500","3","-","-","2021","강서로5다길 20","-","직거래","-","-"
"1333","서울특별시 서초구 방배동","826-2","0826","0002","방배어반스테이","28.8800","16.0300","202312","07","53,000","2","-","-","2020","동광로8길 19-6","-","직거래","-","-"
"1334","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","74.6100","41.9700","202312","07","37,000","-1","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1335","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","65.7400","36.9900","202312","07","40,400","3","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1336","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","30.3400","17.0700","202312","07","20,450","4","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1337","서울특별시 금천구 시흥동","984-16","0984","0016","리치힐","29.4700","14.9205","202312","07","24,950","3","-","-","2018","시흥대로 93-15","-","중개거래","서울 금천구","-"
"1338","서울특별시 관악구 봉천동","180-176","0180","0176","관악맨션(180-176)","65.9000","27.2500","202312","07","28,500","2","-","-","2001","인헌19길 30","-","직거래","-","-"
"1339","서울특별시 송파구 거여동","136-97","0136","0097","건영주택","64.8600","16.7200","202312","07","43,000","3","-","-","1992","오금로53길 31","-","중개거래","서울 송파구","-"
"1340","서울특별시 송파구 거여동","136-97","0136","0097","건영주택","64.8600","312.0000","202312","07","43,000","3","-","-","1992","오금로53길 31","20240403","중개거래","서울 송파구","-"
"1341","서울특별시 강동구 명일동","339-16","0339","0016","명성해피하우스","36.5400","28.0700","202312","07","23,000","1","-","-","1991","구천면로78길 38-1","-","중개거래","서울 강동구","-"
"1342","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","50.8600","28.6000","202312","07","29,950","4","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1343","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","65.7400","36.9900","202312","07","40,650","2","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1344","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","62.0300","34.9000","202312","07","39,750","1","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1345","서울특별시 관악구 신림동","763-65","0763","0065","동현맨션","65.7400","36.9900","202312","07","40,650","1","-","-","2006","난곡로49길 17-5","-","직거래","-","-"
"1346","서울특별시 관악구 신림동","685-74","0685","0074","(685-74)","45.8000","25.5000","202312","07","17,100","-1","-","-","1991","난곡로11길 25-5","-","중개거래","서울 관악구","-"
"1347","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.6000","14.3400","202312","07","26,800","5","-","-","2023","송정로3길 12","-","직거래","-","-"
"1348","서울특별시 강서구 공항동","60-81","0060","0081","공항동청년주택(60-81)","26.6000","14.3400","202312","07","26,800","2","-","-","2023","송정로3길 12","-","직거래","-","-"
